project_id,project_name,project_type,region,site,capacity,total_cost_usd,civil_cost,mechanical_cost,electrical_cost,automation_cost,contingency_pct,execution_year,country
P-2030-346,Processing System Project 346,Mixing & Blending,Asia Pacific,Singapore Plant,1202,79346143.7,7685786.12,36223105.21,9342158.85,8528254.39,0.2,2030,Thailand
P-2030-347,Processing System Project 347,Utilities Upgrade,Asia Pacific,Singapore Plant,334,44141070.53,6250703.21,16346323.31,8580336.86,2671044.39,0.197,2030,Thailand
P-2029-348,Utilities Upgrade Project 348,Utilities Upgrade,Asia Pacific,Guangzhou Plant,573,29764741.86,4225813.0,15297039.3,4757712.05,1975802.04,0.065,2029,Japan
P-2030-349,Packaging Line Project 349,Utilities Upgrade,Asia Pacific,Bangkok Plant,339,57740009.18,7612094.6,26558254.9,11130261.46,5044993.5,0.084,2030,China
P-2029-350,Processing System Project 350,Utilities Upgrade,Asia Pacific,Guangzhou Plant,954,46719468.21,7289479.72,16353924.41,11411367.93,4533317.99,0.085,2029,Singapore
P-2030-351,Utilities Upgrade Project 351,Utilities Upgrade,Asia Pacific,Guangzhou Plant,442,15181735.39,1788387.17,7448233.38,2210433.6,1373202.74,0.13,2030,China
P-2030-352,Packaging Line Project 352,Utilities Upgrade,Asia Pacific,Sydney Plant,837,119232518.19,15135499.03,57978544.97,16977843.22,13534555.1,0.076,2030,Japan
P-2029-353,Packaging Line Project 353,Warehouse Automation,Asia Pacific,Bangkok Plant,1158,185830608.33,20752858.5,90319093.93,25410707.86,20391954.22,0.123,2029,India
P-2029-354,Filling Line Project 354,Warehouse Automation,Asia Pacific,Singapore Plant,1183,71580141.26,8154116.1,31973406.48,9233173.41,6716268.3,0.2,2029,Thailand
P-2029-355,Utilities Upgrade Project 355,Warehouse Automation,Asia Pacific,Singapore Plant,451,44888080.03,7578337.81,16133601.34,9382497.08,4726365.04,0.111,2029,Thailand
P-2030-356,Warehouse Automation Project 356,Warehouse Automation,Asia Pacific,Guangzhou Plant,344,56214626.02,8038526.75,24452293.89,10307690.64,4783217.73,0.108,2030,China
P-2029-357,Filling Line Project 357,Warehouse Automation,Asia Pacific,Sydney Plant,878,78405842.0,9861367.34,33129917.2,10286376.59,8231573.25,0.171,2029,Thailand
P-2030-358,Mixing & Blending Project 358,Warehouse Automation,Asia Pacific,Sydney Plant,877,92082518.33,10078734.23,48340251.62,10499059.83,7027721.12,0.162,2030,China
P-2029-359,Processing System Project 359,Quality Lab Upgrade,Asia Pacific,Bangkok Plant,641,24813525.89,3351750.63,11941536.06,2845993.93,2389139.59,0.119,2029,Australia
P-2030-360,Filling Line Project 360,Quality Lab Upgrade,Asia Pacific,Bangkok Plant,132,132906873.92,12166437.21,64736108.42,17787708.06,11860421.67,0.162,2030,Thailand
P-2030-361,Filling Line Project 361,Quality Lab Upgrade,Asia Pacific,Sydney Plant,398,85903126.92,13068181.03,34320740.54,13922750.4,9742356.47,0.129,2030,Thailand
P-2030-362,Processing System Project 362,Quality Lab Upgrade,Asia Pacific,Bangkok Plant,118,119580018.1,21824561.12,56224331.14,12347747.11,9593773.13,0.11,2030,Japan
P-2029-363,Packaging Line Project 363,Quality Lab Upgrade,Asia Pacific,Singapore Plant,746,12803379.04,857318.33,5598630.31,2584284.26,1151434.0,0.164,2029,Thailand
P-2030-364,Warehouse Automation Project 364,Quality Lab Upgrade,Asia Pacific,Guangzhou Plant,422,29702692.15,4010033.3,14214248.94,5732060.35,1849348.8,0.05,2030,China
P-2029-365,Filling Line Project 365,Filling Line,Latin America,Bogota Plant,525,90254787.03,15917831.46,35055422.31,15138139.17,8552487.97,0.117,2029,Colombia
P-2030-366,Mixing & Blending Project 366,Filling Line,Latin America,Lima Plant,468,118167358.54,17254882.11,58654231.16,20018417.18,8197400.54,0.05,2030,Colombia
P-2029-367,Processing System Project 367,Filling Line,Latin America,Bogota Plant,378,139714277.05,25469799.48,57149248.59,20568238.46,12287805.46,0.116,2029,Mexico
P-2029-368,Processing System Project 368,Filling Line,Latin America,Lima Plant,281,39445107.42,5830200.05,15629185.05,7410218.13,2761917.39,0.175,2029,Brazil
P-2030-369,Packaging Line Project 369,Filling Line,Latin America,Bogota Plant,280,69007816.74,12276719.78,29465611.61,12680689.7,6804386.67,0.063,2030,Peru
P-2029-370,Mixing & Blending Project 370,Packaging Line,Latin America,Lima Plant,498,41682207.72,7590006.13,19887919.18,7033004.21,2427204.95,0.05,2029,Mexico
P-2029-371,Warehouse Automation Project 371,Packaging Line,Latin America,Sao Paulo Plant,413,59633732.87,9325602.23,24933735.16,10657953.96,5890770.44,0.102,2029,Peru
P-2030-372,Processing System Project 372,Packaging Line,Latin America,Lima Plant,440,147199558.42,23865484.63,62985359.46,26182318.76,9017784.39,0.099,2030,Colombia
P-2030-373,Utilities Upgrade Project 373,Packaging Line,Latin America,Bogota Plant,463,65599031.11,9759877.77,29968506.97,8585349.36,5028426.19,0.148,2030,Mexico
P-2029-374,Plant Expansion Project 374,Packaging Line,Latin America,Monterrey Plant,847,54363551.76,7100385.62,25136930.61,10328732.79,4497498.63,0.089,2029,Chile
P-2029-375,Packaging Line Project 375,Packaging Line,Latin America,Bogota Plant,663,61620338.36,8876100.6,24331166.06,11886260.98,7475323.42,0.093,2029,Brazil
P-2029-376,Packaging Line Project 376,Processing System,Latin America,Bogota Plant,100,93697507.59,19335898.6,42017505.75,10577825.79,7262140.09,0.106,2029,Peru
P-2029-377,Processing System Project 377,Processing System,Latin America,Sao Paulo Plant,546,59750536.29,6701012.0,30054896.88,7480059.49,6149349.33,0.125,2029,Peru
P-2029-378,Processing System Project 378,Processing System,Latin America,Lima Plant,786,80344264.75,13054422.47,31128054.65,15859068.67,10321076.93,0.086,2029,Mexico
P-2029-379,Mixing & Blending Project 379,Processing System,Latin America,Lima Plant,527,96447419.65,14629682.49,47991589.7,17442806.68,5782987.3,0.05,2029,Mexico
P-2029-380,Processing System Project 380,Plant Expansion,Latin America,Bogota Plant,565,41556376.17,6332192.62,19831376.45,7747757.34,2447968.35,0.057,2029,Brazil
P-2030-381,Plant Expansion Project 381,Plant Expansion,Latin America,Monterrey Plant,869,120291076.68,13839309.91,55685504.29,16875154.02,9176005.84,0.176,2030,Chile
P-2030-382,Warehouse Automation Project 382,Plant Expansion,Latin America,Lima Plant,342,104067552.73,9773098.63,44417739.37,19824915.72,11696592.27,0.164,2030,Chile
P-2029-383,Processing System Project 383,Plant Expansion,Latin America,Sao Paulo Plant,409,48898544.89,7355226.21,19111034.87,10116109.06,2997024.68,0.153,2029,Mexico
P-2029-384,Mixing & Blending Project 384,Plant Expansion,Latin America,Bogota Plant,391,35010883.81,6060919.91,17266194.11,5537743.43,1797126.27,0.05,2029,Brazil
P-2029-385,Warehouse Automation Project 385,Mixing & Blending,Latin America,Lima Plant,556,49487838.79,8449478.12,19212076.42,10142774.16,5586821.16,0.05,2029,Brazil
P-2030-386,Processing System Project 386,Mixing & Blending,Latin America,Monterrey Plant,938,73570945.81,13758707.05,27358568.58,15885367.82,8279218.82,0.054,2030,Brazil
P-2030-387,Plant Expansion Project 387,Mixing & Blending,Latin America,Lima Plant,801,58364530.15,6939073.55,26514316.04,13884122.98,4682441.5,0.05,2030,Chile
P-2029-388,Processing System Project 388,Mixing & Blending,Latin America,Monterrey Plant,542,109555810.29,15896208.61,56702430.34,16526746.42,5872200.78,0.05,2029,Chile
P-2030-389,Packaging Line Project 389,Mixing & Blending,Latin America,Sao Paulo Plant,229,24105002.22,3375002.62,9213647.51,5501782.52,1477169.47,0.167,2030,Brazil
P-2029-390,Plant Expansion Project 390,Mixing & Blending,Latin America,Sao Paulo Plant,751,64966685.5,6993602.18,32811513.31,11593027.19,4089999.99,0.079,2029,Peru
P-2029-391,Mixing & Blending Project 391,Utilities Upgrade,Latin America,Bogota Plant,734,59528292.4,7183347.05,28146874.47,11608387.76,4916057.26,0.07,2029,Brazil
P-2029-392,Filling Line Project 392,Utilities Upgrade,Latin America,Lima Plant,935,77491596.99,8053967.91,37303355.13,11259258.57,6388151.35,0.149,2029,Mexico
P-2030-393,Packaging Line Project 393,Utilities Upgrade,Latin America,Bogota Plant,274,50647736.8,7055258.25,21588986.82,9561015.42,4876013.51,0.096,2030,Colombia
P-2030-394,Mixing & Blending Project 394,Utilities Upgrade,Latin America,Lima Plant,682,27060685.46,3031931.1,13290020.23,4507377.3,1960597.07,0.1,2030,Peru
P-2030-395,Filling Line Project 395,Utilities Upgrade,Latin America,Lima Plant,502,79578505.9,10824133.96,33901526.51,12898179.42,9358143.67,0.117,2030,Chile
P-2029-396,Processing System Project 396,Warehouse Automation,Latin America,Bogota Plant,793,86865387.55,11967661.14,37117354.62,16335343.09,10202614.08,0.052,2029,Brazil
P-2029-397,Packaging Line Project 397,Warehouse Automation,Latin America,Monterrey Plant,123,103643571.17,21849980.14,42526919.41,12737385.99,9207003.35,0.113,2029,Brazil
P-2030-398,Plant Expansion Project 398,Warehouse Automation,Latin America,Lima Plant,634,65581262.54,7002301.88,34057869.68,12829561.85,5166118.11,0.06,2030,Mexico
P-2030-399,Packaging Line Project 399,Warehouse Automation,Latin America,Bogota Plant,151,125620306.08,13266969.4,62431357.63,19253190.26,8986066.47,0.122,2030,Mexico
P-2029-400,Utilities Upgrade Project 400,Warehouse Automation,Latin America,Monterrey Plant,761,139336752.68,21706498.87,58485721.97,26997823.17,14552481.12,0.05,2029,Chile
P-2030-401,Processing System Project 401,Quality Lab Upgrade,Latin America,Monterrey Plant,394,180459244.99,24634275.54,70965490.67,30327043.04,18934001.76,0.155,2030,Peru
P-2029-402,Processing System Project 402,Quality Lab Upgrade,Latin America,Lima Plant,542,42201208.43,6620946.4,21003205.13,7495536.03,2324182.66,0.05,2029,Mexico
P-2029-403,Packaging Line Project 403,Quality Lab Upgrade,Latin America,Sao Paulo Plant,301,68337541.06,10284279.7,27189685.03,12779442.87,7352586.67,0.081,2029,Chile
P-2030-404,Packaging Line Project 404,Quality Lab Upgrade,Latin America,Lima Plant,721,146836111.48,23252147.22,67447739.38,26325222.82,12909171.24,0.05,2030,Colombia
P-2030-405,Processing System Project 405,Quality Lab Upgrade,Latin America,Lima Plant,682,95484993.78,11189904.75,42125177.26,16047259.26,5742660.26,0.17,2030,Colombia
P-2029-406,Packaging Line Project 406,Filling Line,Middle East & Africa,Cairo Plant,650,165444180.22,23561003.57,60477180.16,32233276.11,20260179.82,0.146,2029,South Africa
P-2030-407,Warehouse Automation Project 407,Filling Line,Middle East & Africa,Dubai Plant,842,33357418.25,4653647.62,13220133.32,6709601.9,3817274.71,0.084,2030,United Arab Emirates
P-2030-408,Packaging Line Project 408,Filling Line,Middle East & Africa,Cairo Plant,949,144903492.97,23840632.0,69179711.75,23781739.73,14010664.18,0.05,2030,Kenya
P-2029-409,Processing System Project 409,Filling Line,Middle East & Africa,Johannesburg Plant,416,25652578.11,3778845.34,12068741.88,4976772.93,1685532.03,0.057,2029,United Arab Emirates
P-2030-410,Quality Lab Upgrade Project 410,Filling Line,Middle East & Africa,Dubai Plant,1493,59557332.15,7560160.81,23290936.78,8892648.4,6430506.91,0.199,2030,United Arab Emirates
P-2030-411,Processing System Project 411,Packaging Line,Middle East & Africa,Johannesburg Plant,836,104266151.95,16416071.4,41912912.18,22216409.98,11569510.81,0.061,2030,Saudi Arabia
P-2030-412,Plant Expansion Project 412,Packaging Line,Middle East & Africa,Johannesburg Plant,640,44967715.88,5739527.65,20840329.43,8953591.34,3490647.94,0.076,2030,Saudi Arabia
P-2029-413,Plant Expansion Project 413,Processing System,Middle East & Africa,Johannesburg Plant,404,151496345.54,25125096.75,71437050.52,23849368.84,8289452.39,0.091,2029,United Arab Emirates
P-2029-414,Mixing & Blending Project 414,Processing System,Middle East & Africa,Dubai Plant,625,72718087.57,7830032.57,36540007.39,9155196.72,4726866.33,0.155,2029,United Arab Emirates
P-2030-415,Packaging Line Project 415,Processing System,Middle East & Africa,Johannesburg Plant,745,12452483.9,883923.58,5321500.64,2458115.97,1351473.03,0.17,2030,Egypt
P-2029-416,Warehouse Automation Project 416,Processing System,Middle East & Africa,Riyadh Plant,932,13812860.81,1227341.78,6477247.6,1941429.71,1285466.12,0.195,2029,Kenya
P-2030-417,Packaging Line Project 417,Processing System,Middle East & Africa,Cairo Plant,920,157199836.98,18452273.46,75699642.04,21920174.41,19277171.37,0.094,2030,United Arab Emirates
P-2029-418,Packaging Line Project 418,Processing System,Middle East & Africa,Dubai Plant,689,11851273.15,856898.65,5237537.3,2459870.94,1049025.26,0.162,2029,Saudi Arabia
P-2029-419,Mixing & Blending Project 419,Plant Expansion,Middle East & Africa,Cairo Plant,100,119431356.23,16570763.38,53505132.37,15753272.37,12351594.42,0.099,2029,South Africa
P-2029-420,Quality Lab Upgrade Project 420,Plant Expansion,Middle East & Africa,Johannesburg Plant,127,105080922.41,14359318.58,50593613.7,11643490.97,8894515.35,0.14,2029,Kenya
P-2029-421,Processing System Project 421,Plant Expansion,Middle East & Africa,Cairo Plant,1026,34349924.15,4670931.61,15117444.74,5212923.3,2528956.4,0.169,2029,Egypt
P-2029-422,Packaging Line Project 422,Plant Expansion,Middle East & Africa,Riyadh Plant,749,114079273.25,18097892.54,40497431.39,21577957.4,15486469.54,0.104,2029,Egypt
P-2030-423,Processing System Project 423,Plant Expansion,Middle East & Africa,Cairo Plant,270,59654048.83,7506655.44,27806827.96,9572556.93,5952678.91,0.076,2030,South Africa
P-2030-424,Packaging Line Project 424,Mixing & Blending,Middle East & Africa,Riyadh Plant,642,83264822.71,14453881.33,31330061.26,14493270.42,9176010.7,0.118,2030,South Africa
P-2030-425,Warehouse Automation Project 425,Mixing & Blending,Middle East & Africa,Johannesburg Plant,1066,30178385.73,3867900.81,13740002.34,4738896.84,2270865.9,0.153,2030,United Arab Emirates
P-2030-426,Packaging Line Project 426,Mixing & Blending,Middle East & Africa,Cairo Plant,698,15301086.61,1331113.33,6338571.02,3490169.25,1317892.68,0.165,2030,Kenya
P-2030-427,Warehouse Automation Project 427,Mixing & Blending,Middle East & Africa,Johannesburg Plant,481,81383491.6,11998840.63,41290786.56,14934435.17,5760930.0,0.05,2030,Kenya
P-2029-428,Processing System Project 428,Mixing & Blending,Middle East & Africa,Riyadh Plant,597,40880500.59,6131173.92,19553625.15,7204344.33,2400445.69,0.061,2029,United Arab Emirates
P-2029-429,Plant Expansion Project 429,Mixing & Blending,Middle East & Africa,Cairo Plant,512,96884500.76,11723449.38,40405411.58,18714639.44,5554493.75,0.184,2029,Egypt
P-2029-430,Plant Expansion Project 430,Utilities Upgrade,Middle East & Africa,Dubai Plant,705,17811195.85,1659909.89,8375580.51,2489487.6,1351459.18,0.199,2029,United Arab Emirates
P-2030-431,Processing System Project 431,Utilities Upgrade,Middle East & Africa,Dubai Plant,669,31256208.87,4364614.9,15770452.76,3834272.03,3011174.08,0.085,2030,Egypt
P-2030-432,Packaging Line Project 432,Utilities Upgrade,Middle East & Africa,Johannesburg Plant,666,23016015.69,3305821.47,10418215.29,3129931.3,1614144.17,0.154,2030,Kenya
P-2030-433,Processing System Project 433,Utilities Upgrade,Middle East & Africa,Riyadh Plant,251,36503414.15,4269796.43,14907281.54,6962026.83,2497731.82,0.2,2030,United Arab Emirates
P-2030-434,Filling Line Project 434,Utilities Upgrade,Middle East & Africa,Cairo Plant,108,105447532.79,10078196.67,49223607.6,19727583.64,9955052.11,0.108,2030,South Africa
P-2029-435,Filling Line Project 435,Utilities Upgrade,Middle East & Africa,Riyadh Plant,849,81526568.34,7459251.4,41272694.7,10517838.36,6782429.15,0.156,2029,United Arab Emirates
P-2030-436,Packaging Line Project 436,Warehouse Automation,Middle East & Africa,Dubai Plant,771,15009896.8,1299612.93,6829031.85,2170245.06,1235176.84,0.2,2030,South Africa
P-2030-437,Processing System Project 437,Warehouse Automation,Middle East & Africa,Cairo Plant,653,66708067.02,10028005.03,24791301.91,13858597.05,7349409.61,0.108,2030,Kenya
P-2030-438,Filling Line Project 438,Warehouse Automation,Middle East & Africa,Riyadh Plant,107,115026623.63,18307272.0,56480615.75,15402908.38,9142577.17,0.104,2030,United Arab Emirates
P-2029-439,Plant Expansion Project 439,Warehouse Automation,Middle East & Africa,Dubai Plant,109,140521285.43,14070946.11,65698338.74,23042573.95,13552579.08,0.138,2029,Saudi Arabia
P-2029-440,Mixing & Blending Project 440,Quality Lab Upgrade,Middle East & Africa,Dubai Plant,815,20991276.5,1657987.4,8720811.56,4280023.15,2044283.83,0.178,2029,Kenya
P-2030-441,Packaging Line Project 441,Quality Lab Upgrade,Middle East & Africa,Johannesburg Plant,421,20020253.54,2655789.91,9706355.17,3606394.86,1435237.15,0.083,2030,Saudi Arabia
P-2029-442,Utilities Upgrade Project 442,Quality Lab Upgrade,Middle East & Africa,Dubai Plant,404,98082620.92,9012831.71,41758489.59,17296867.9,10587874.9,0.177,2029,United Arab Emirates
P-2029-443,Filling Line Project 443,Quality Lab Upgrade,Middle East & Africa,Cairo Plant,382,46142849.91,5652253.62,20031335.68,8017552.83,2757601.41,0.18,2029,South Africa
P-2029-444,Filling Line Project 444,Quality Lab Upgrade,Middle East & Africa,Riyadh Plant,410,54758062.66,8100081.88,20810109.38,11753711.76,6432842.68,0.093,2029,South Africa
P-2029-445,Processing System Project 445,Quality Lab Upgrade,Middle East & Africa,Cairo Plant,290,40286914.7,5599941.07,14976370.22,7613309.81,3016858.5,0.196,2029,Egypt
